# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=0
# stan_version_patch=0
# data=models/bugs_examples/vol1/blocker/blocker.Rdata
# init=random initialization
# append_samples=0
# seed=1336062631
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,d,sigmasq_delta,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,sigma_delta
-5919.2,5,-0.233978,0.00992793,-2.51811,-2.11158,-2.2607,-2.4365,-2.72939,-2.63449,-1.81139,-2.22856,-1.89647,-2.2226,-2.3514,-1.5531,-3.00155,-2.76178,-1.43812,-1.49583,-2.18641,-2.61706,-2.80169,-1.78956,-2.10645,-2.94613,-0.046078,-0.27714,-0.27845,-0.157853,-0.163136,-0.335688,-0.364776,-0.241624,-0.211314,-0.346744,-0.354162,-0.132766,-0.138324,-0.164655,-0.332817,-0.250542,-0.185362,-0.174107,-0.219682,-0.0777881,-0.222032,-0.550277,0.099639
-5919.2,4,-0.233978,0.00992793,-2.51811,-2.11158,-2.2607,-2.4365,-2.72939,-2.63449,-1.81139,-2.22856,-1.89647,-2.2226,-2.3514,-1.5531,-3.00155,-2.76178,-1.43812,-1.49583,-2.18641,-2.61706,-2.80169,-1.78956,-2.10645,-2.94613,-0.046078,-0.27714,-0.27845,-0.157853,-0.163136,-0.335688,-0.364776,-0.241624,-0.211314,-0.346744,-0.354162,-0.132766,-0.138324,-0.164655,-0.332817,-0.250542,-0.185362,-0.174107,-0.219682,-0.0777881,-0.222032,-0.550277,0.099639
-5919.2,5,-0.233978,0.00992793,-2.51811,-2.11158,-2.2607,-2.4365,-2.72939,-2.63449,-1.81139,-2.22856,-1.89647,-2.2226,-2.3514,-1.5531,-3.00155,-2.76178,-1.43812,-1.49583,-2.18641,-2.61706,-2.80169,-1.78956,-2.10645,-2.94613,-0.046078,-0.27714,-0.27845,-0.157853,-0.163136,-0.335688,-0.364776,-0.241624,-0.211314,-0.346744,-0.354162,-0.132766,-0.138324,-0.164655,-0.332817,-0.250542,-0.185362,-0.174107,-0.219682,-0.0777881,-0.222032,-0.550277,0.099639
-5919.2,5,-0.233978,0.00992793,-2.51811,-2.11158,-2.2607,-2.4365,-2.72939,-2.63449,-1.81139,-2.22856,-1.89647,-2.2226,-2.3514,-1.5531,-3.00155,-2.76178,-1.43812,-1.49583,-2.18641,-2.61706,-2.80169,-1.78956,-2.10645,-2.94613,-0.046078,-0.27714,-0.27845,-0.157853,-0.163136,-0.335688,-0.364776,-0.241624,-0.211314,-0.346744,-0.354162,-0.132766,-0.138324,-0.164655,-0.332817,-0.250542,-0.185362,-0.174107,-0.219682,-0.0777881,-0.222032,-0.550277,0.099639
-5919.68,4,-0.25523,0.0180689,-1.95772,-2.1012,-1.86273,-2.48932,-2.23714,-2.52022,-1.62209,-2.17723,-2.03108,-2.28956,-2.46094,-1.50691,-2.96314,-2.89689,-1.36674,-1.56299,-1.85425,-2.62639,-3.62525,-1.23872,-2.18668,-2.86933,-0.220337,-0.201856,-0.386064,-0.212391,-0.408265,-0.111539,-0.382511,-0.302741,-0.198043,-0.246984,-0.276221,-0.302816,-0.372107,0.0354405,-0.089349,-0.166925,-0.38198,-0.159649,-0.048014,-0.398966,-0.323467,-0.220357,0.134421
-5926.44,4,-0.324883,0.0222498,-1.91934,-1.99962,-2.25487,-2.41147,-2.59084,-2.68101,-1.62667,-2.07965,-1.78598,-2.26089,-2.23316,-1.37434,-2.5537,-2.93952,-1.25756,-1.41222,-1.91715,-2.51148,-3.63588,-1.58667,-1.94294,-2.91601,-0.866197,-0.582696,-0.207458,-0.32761,0.0625798,-0.343849,-0.374051,-0.218576,-0.408161,-0.357055,-0.10664,-0.165794,-0.375614,0.0368553,-0.525155,-0.396102,-0.198125,-0.342381,-0.188479,-0.225637,-0.496294,-0.466159,0.149164
-5927.93,4,-0.311043,0.0220579,-1.76859,-2.1649,-1.94666,-2.38403,-2.66169,-2.569,-1.66081,-2.04347,-1.91089,-2.13602,-2.34052,-1.3974,-2.65227,-2.91476,-1.28439,-1.29809,-2.18608,-2.52217,-3.53797,-1.35571,-1.79138,-2.86596,-0.727201,-0.478303,-0.168398,-0.350575,0.0592332,-0.259682,-0.522844,-0.300917,-0.318944,-0.51208,-0.283275,-0.304892,-0.354279,0.0351393,-0.480565,-0.0905191,-0.197387,-0.257317,-0.338528,-0.133568,-0.483209,-0.435582,0.148519
-5926.04,4,-0.181388,0.0163716,-2.40462,-2.06422,-2.24572,-2.36108,-2.4358,-2.29381,-1.55597,-2.03039,-2.2184,-2.22285,-2.19477,-1.28474,-3.20045,-2.87562,-1.54093,-1.51563,-1.81311,-3.35071,-3.23949,-1.41173,-2.29324,-2.86768,-0.261786,0.251352,-0.319468,-0.267102,-0.132994,-0.2089,-0.454562,-0.15887,-0.0871506,-0.20348,-0.260261,-0.252581,-0.216558,0.219913,-0.154655,0.0734123,-0.340036,-0.118871,-0.301634,-0.118448,-0.10462,-0.3512,0.127952
-5931,4,-0.298254,0.0162876,-2.62495,-1.96222,-2.16952,-2.31261,-2.39485,-2.21848,-1.66942,-2.32571,-2.11265,-2.25583,-2.29399,-1.38372,-3.15493,-2.99346,-1.42773,-1.78772,-2.08729,-3.5028,-3.1382,-1.58568,-2.37339,-3.02206,-0.442138,-0.00684205,-0.207602,-0.353354,-0.259995,-0.346858,-0.606705,-0.119007,-0.375633,-0.440947,-0.206867,-0.187439,-0.0868919,0.225583,-0.0919168,-0.0575232,-0.145636,-0.0864199,-0.116594,-0.231029,-0.170069,-0.270654,0.127623
-5930.14,4,-0.305744,0.0164736,-2.6497,-1.96073,-2.17417,-2.37122,-2.35875,-2.19289,-1.63379,-2.31284,-2.10204,-2.20508,-2.38161,-1.35878,-3.04676,-2.91121,-1.37545,-1.77302,-2.03986,-3.46485,-3.17496,-1.63145,-2.40097,-3.06464,-0.489612,-0.0851218,-0.160881,-0.353259,-0.24886,-0.442263,-0.59209,-0.0528272,-0.293782,-0.374907,-0.243161,-0.107596,-0.0967252,0.26701,-0.0785441,-0.179798,-0.251618,-0.133891,-0.0319412,-0.340519,-0.209516,-0.295143,0.12835
-5925.2,4,-0.294011,0.0158813,-2.66448,-2.01004,-2.22188,-2.26292,-2.32975,-2.14623,-1.61181,-2.35402,-2.04771,-2.19513,-2.33371,-1.40699,-3.12041,-2.82707,-1.39012,-1.69107,-2.06216,-3.46158,-3.23978,-1.61404,-2.39658,-3.03103,-0.494706,-0.117147,-0.130497,-0.355611,-0.224777,-0.339877,-0.563259,-0.111357,-0.301449,-0.43099,-0.18908,-0.218911,-0.234073,0.245399,-0.140363,-0.185321,-0.176175,-0.082503,-0.0857507,-0.280598,-0.123214,-0.246943,0.126021
-5922.11,4,-0.206065,0.0154057,-2.89244,-2.43175,-2.12152,-2.39654,-2.46918,-2.00248,-1.85869,-2.11779,-2.16636,-2.2337,-2.41477,-1.43738,-2.92704,-2.67798,-1.31739,-1.66789,-2.12939,-3.57353,-3.87494,-1.50621,-2.00238,-2.91532,0.175922,-0.30283,-0.0544109,-0.345995,-0.0373403,-0.138681,-0.381009,-0.142409,-0.179785,-0.419509,-0.0377493,-0.168294,-0.230996,-0.0603019,-0.331078,-0.13215,-0.0915227,-0.069985,-0.164344,-0.353319,-0.449301,-0.302164,0.12412
-5930.18,4,-0.197507,0.0168256,-3.45109,-2.21385,-1.93668,-2.5158,-2.40372,-2.43686,-1.82788,-2.1683,-1.97625,-2.18087,-2.17469,-1.55115,-3.07815,-3.05772,-1.48051,-1.51606,-2.24049,-3.12013,-4.42288,-1.68106,-2.14776,-2.98292,-0.365444,-0.0600901,-0.347149,-0.165983,-0.0961683,-0.187018,-0.47099,-0.10519,-0.126435,-0.287359,-0.206446,-0.0800704,-0.116438,0.324568,-0.144587,-0.355543,0.0964512,-0.055217,0.00821445,0.194061,-0.241817,-0.169626,0.129714
-5925.92,4,-0.178858,0.0186991,-3.3731,-2.19741,-1.92309,-2.48828,-2.39054,-2.21225,-1.6737,-2.20615,-1.95485,-2.25256,-2.29034,-1.51497,-3.02381,-2.89469,-1.45233,-1.57568,-2.34879,-3.09425,-4.46522,-1.68811,-2.11793,-3.06094,-0.297056,0.0805505,-0.209972,-0.276905,-0.219456,-0.115747,-0.329509,-0.207952,-0.153892,-0.369286,-0.0982554,-0.279545,-0.120037,0.313656,-0.230697,-0.239242,-0.028669,-0.0846266,0.00492924,0.0514605,-0.392102,-0.150938,0.136745
-5924.99,4,-0.249358,0.018895,-3.46245,-2.63256,-2.25306,-2.49648,-2.2424,-1.79478,-1.63019,-2.02332,-1.90501,-2.34778,-2.31035,-1.38495,-2.72901,-2.88445,-1.1248,-1.43025,-2.02287,-2.95568,-3.7472,-1.4066,-1.92019,-2.76504,0.0151526,-0.0902709,-0.152593,-0.26729,-0.189354,-0.318703,-0.397914,-0.253292,-0.364118,-0.24379,-0.225042,-0.0528664,-0.34596,-0.0767168,-0.261862,-0.16544,-0.0827265,-0.275218,0.23272,-0.368454,-0.501853,-0.415477,0.137459
-5921.97,3,-0.277068,0.0210481,-3.33737,-2.36988,-2.38762,-2.46599,-2.40916,-1.90881,-1.6927,-2.06456,-1.94243,-2.24014,-2.25264,-1.42804,-2.87987,-2.57603,-1.38685,-1.48016,-2.15983,-2.76712,-3.64783,-1.45698,-1.962,-2.67126,-0.297156,-0.405714,-0.198852,-0.134391,-0.286144,-0.0734596,-0.352383,-0.345111,-0.363764,-0.429976,-0.331821,-0.421389,-0.21861,-0.0919204,-0.266006,-0.338928,-0.13002,-0.178676,0.0897272,-0.242303,-0.55449,-0.490613,0.14508
-5933.45,3,-0.28221,0.0167251,-3.32487,-2.24759,-2.67559,-2.28256,-2.37457,-1.78443,-1.82483,-2.09601,-1.96546,-2.35828,-2.17881,-1.36437,-2.93963,-2.72794,-1.34163,-1.81673,-2.02258,-2.84797,-3.83518,-1.52137,-1.86222,-2.6648,-0.27567,-0.240999,-0.255602,-0.383911,-0.0965086,-0.410234,-0.21823,-0.455757,-0.123212,-0.0268084,-0.355638,-0.27116,-0.463095,-0.119435,-0.22701,-0.285185,-0.247929,-0.438896,0.132724,-0.289051,-0.40926,-0.553801,0.129326
-5924.23,4,-0.183242,0.0108938,-2.79652,-2.15437,-1.58501,-2.39378,-2.39792,-2.33689,-1.65962,-2.35271,-1.66234,-2.26853,-2.41534,-1.53247,-2.99269,-2.80671,-1.36269,-1.25079,-2.02874,-2.75282,-4.24049,-1.44809,-2.27797,-3.19106,-0.226016,-0.119009,-0.308434,-0.181827,-0.195839,-0.0224929,-0.453041,-0.205075,-0.455617,-0.396849,-0.0774087,-0.14806,-0.182308,-0.11444,-0.329727,-0.278221,-0.179302,-0.0731613,-0.197867,-0.238663,-0.0414308,-0.155443,0.104373
-5921.94,4,-0.179328,0.0102117,-2.83483,-2.19062,-1.70221,-2.37922,-2.38563,-2.39092,-1.60646,-2.24268,-1.63341,-2.2887,-2.47937,-1.55338,-3.0614,-2.74228,-1.33944,-1.2069,-1.97662,-2.68675,-4.12678,-1.34208,-2.21212,-3.16339,-0.159133,-0.102973,-0.257468,-0.249333,-0.246186,0.0135957,-0.413231,-0.177525,-0.458669,-0.351094,-0.0819471,-0.196779,-0.224296,-0.101236,-0.285402,-0.255433,-0.192226,-0.0939096,-0.218697,-0.224961,-0.0716681,-0.253375,0.101053
-5921.94,4,-0.179328,0.0102117,-2.83483,-2.19062,-1.70221,-2.37922,-2.38563,-2.39092,-1.60646,-2.24268,-1.63341,-2.2887,-2.47937,-1.55338,-3.0614,-2.74228,-1.33944,-1.2069,-1.97662,-2.68675,-4.12678,-1.34208,-2.21212,-3.16339,-0.159133,-0.102973,-0.257468,-0.249333,-0.246186,0.0135957,-0.413231,-0.177525,-0.458669,-0.351094,-0.0819471,-0.196779,-0.224296,-0.101236,-0.285402,-0.255433,-0.192226,-0.0939096,-0.218697,-0.224961,-0.0716681,-0.253375,0.101053
-5919.7,4,-0.197865,0.0109243,-2.7731,-2.23571,-1.65206,-2.34484,-2.38488,-2.33193,-1.68473,-2.19313,-1.68524,-2.16795,-2.429,-1.58393,-2.97346,-2.73015,-1.36026,-1.21453,-1.94055,-2.72004,-4.05745,-1.39518,-2.30664,-3.09313,-0.0674879,-0.0946337,-0.289481,-0.263187,-0.239881,0.0194266,-0.391913,-0.166936,-0.575406,-0.221733,-0.0700654,-0.223306,-0.261669,-0.0572333,-0.262694,-0.292944,-0.235082,-0.149872,-0.210167,-0.237247,-0.141242,-0.259128,0.104519
-5919.7,4,-0.197865,0.0109243,-2.7731,-2.23571,-1.65206,-2.34484,-2.38488,-2.33193,-1.68473,-2.19313,-1.68524,-2.16795,-2.429,-1.58393,-2.97346,-2.73015,-1.36026,-1.21453,-1.94055,-2.72004,-4.05745,-1.39518,-2.30664,-3.09313,-0.0674879,-0.0946337,-0.289481,-0.263187,-0.239881,0.0194266,-0.391913,-0.166936,-0.575406,-0.221733,-0.0700654,-0.223306,-0.261669,-0.0572333,-0.262694,-0.292944,-0.235082,-0.149872,-0.210167,-0.237247,-0.141242,-0.259128,0.104519
-5921.64,5,-0.271422,0.0198203,-2.36282,-1.91945,-2.22685,-2.49343,-2.39717,-2.18071,-1.79619,-2.11585,-1.57739,-2.19887,-2.43271,-1.51444,-2.94469,-2.79752,-1.30686,-1.41396,-1.8109,-2.87139,-2.92014,-1.25819,-2.27104,-2.94496,-0.309715,-0.44109,-0.141122,-0.133619,-0.229103,-0.220782,-0.304093,-0.104097,-0.47592,-0.382012,-0.250158,-0.327172,-0.193889,0.0380137,-0.175971,-0.459968,-0.188718,-0.118832,-0.253463,-0.137439,-0.241519,-0.217538,0.140785
-5921.84,4,-0.265738,0.019401,-2.18294,-2.31153,-2.26508,-2.37219,-2.38179,-1.84474,-1.70005,-2.07487,-2.0753,-2.20357,-2.25961,-1.61682,-3.12597,-2.85106,-1.23302,-1.4695,-2.01401,-2.71021,-3.02381,-1.45555,-2.45997,-2.61077,-0.165066,-0.282756,-0.124751,-0.393747,-0.133709,-0.353284,-0.380847,-0.390671,-0.411632,-0.336575,-0.146776,0.0747236,-0.359986,-0.0112724,-0.359257,-0.0762062,-0.319045,-0.290243,-0.20361,-0.311219,-0.158248,-0.59012,0.139288
-5929.76,4,-0.252232,0.0193612,-1.59869,-2.45781,-1.72135,-2.36243,-2.40943,-2.25245,-1.70164,-2.07365,-2.01828,-2.26777,-2.10157,-1.29031,-2.84867,-2.54734,-1.51174,-1.48459,-2.02005,-3.0852,-3.21822,-1.58573,-1.82488,-3.04685,-0.224213,-0.452313,-0.655628,-0.343894,-0.111928,-0.1848,-0.448044,-0.233528,-0.45601,-0.38404,-0.361654,-0.179005,-0.368425,0.0113666,-0.230375,-0.0614301,-0.296696,-0.319974,-0.138566,-0.251699,-0.854186,-0.0830138,0.139145
-5927.93,4,-0.284158,0.0142327,-1.93001,-2.02029,-2.08679,-2.41565,-2.35385,-1.84858,-1.70442,-2.00086,-1.64676,-2.27376,-2.44618,-1.6271,-3.32198,-2.82026,-1.03991,-1.48175,-1.88515,-3.38841,-3.20359,-1.50574,-2.02897,-2.6843,-0.448475,-0.232162,-0.289496,-0.275983,-0.387746,-0.493567,-0.417319,-0.183373,-0.39574,-0.369639,-0.25178,-0.29293,-0.245783,-0.2352,-0.518891,-0.478073,-0.19528,-0.0989261,-0.456754,-0.193376,-0.387919,-0.818979,0.119301
-5927.93,4,-0.284158,0.0142327,-1.93001,-2.02029,-2.08679,-2.41565,-2.35385,-1.84858,-1.70442,-2.00086,-1.64676,-2.27376,-2.44618,-1.6271,-3.32198,-2.82026,-1.03991,-1.48175,-1.88515,-3.38841,-3.20359,-1.50574,-2.02897,-2.6843,-0.448475,-0.232162,-0.289496,-0.275983,-0.387746,-0.493567,-0.417319,-0.183373,-0.39574,-0.369639,-0.25178,-0.29293,-0.245783,-0.2352,-0.518891,-0.478073,-0.19528,-0.0989261,-0.456754,-0.193376,-0.387919,-0.818979,0.119301
-5930.32,4,-0.306207,0.0161592,-1.88789,-1.86042,-1.79221,-2.35909,-2.36919,-1.82334,-1.64511,-2.02566,-2.13736,-2.30243,-2.44822,-1.44549,-2.80862,-2.63363,-1.1216,-1.30933,-1.90713,-3.79547,-3.67567,-1.30327,-2.28188,-2.87429,-0.29479,-0.485811,-0.530029,-0.314243,-0.138721,-0.283741,-0.383127,-0.430866,-0.355243,-0.348088,-0.0996551,0.00704003,-0.390813,0.111476,-0.573395,-0.241856,-0.383364,-0.396603,-0.138583,-0.502631,-0.309692,-0.268547,0.127119
-5929.08,4,-0.206654,0.0158488,-2.24917,-2.39022,-2.51381,-2.4138,-2.18849,-2.74339,-1.82005,-2.04157,-2.02831,-2.2483,-2.41086,-1.28535,-3.07744,-2.59448,-1.56607,-1.50916,-2.01493,-2.33708,-2.95962,-1.58478,-2.05725,-2.56887,-0.130378,-0.10902,-0.279761,-0.273816,-0.138843,-0.368898,-0.142105,0.053075,-0.344055,-0.233115,-0.166508,-0.149236,-0.22221,-0.121844,-0.220987,-0.0713284,-0.175021,-0.233072,-0.0283679,-0.24964,-0.454427,-0.391435,0.125892
-5932.6,4,-0.226486,0.0159696,-2.3702,-2.35315,-2.54699,-2.39139,-2.18432,-2.75683,-1.88249,-2.07715,-1.95113,-2.23318,-2.42551,-1.24142,-3.11918,-2.62164,-1.61847,-1.54693,-1.94506,-2.39848,-3.00258,-1.61771,-2.09648,-2.63654,-0.0598839,0.0275012,-0.303714,-0.319258,-0.153456,-0.376561,-0.165756,0.048539,-0.315791,-0.214765,-0.0189851,-0.182577,-0.278928,-0.142685,-0.146156,-0.0666503,-0.247403,-0.177272,-0.0281047,-0.293715,-0.455265,-0.375439,0.126371
-5926.34,4,-0.177731,0.0233822,-2.54387,-2.14393,-1.93344,-2.5034,-2.5149,-2.56156,-1.53015,-2.19496,-2.03526,-2.16686,-2.33655,-1.64819,-3.00498,-2.89482,-1.52772,-1.40998,-2.04137,-3.17014,-3.30765,-1.48109,-2.37012,-3.18503,-0.296611,-0.436411,-0.494995,-0.167461,-0.280431,0.00504451,-0.634429,-0.301411,-0.138816,-0.294093,-0.251403,-0.109267,-0.130031,0.0603378,-0.0812621,-0.33108,-0.0998238,-0.191712,-0.382069,-0.0683498,0.0100942,-0.217599,0.152912
-5922.19,4,-0.218211,0.0183817,-2.09073,-1.75971,-2.47067,-2.34671,-2.17877,-1.99674,-1.86121,-2.19755,-1.88683,-2.2164,-2.31822,-1.35712,-2.92596,-2.92006,-1.4149,-1.544,-1.84916,-2.9488,-2.95014,-1.46828,-1.92579,-2.71677,-0.0537622,-0.219752,-0.0887959,-0.354625,-0.259286,-0.40963,-0.191778,-0.141294,-0.410868,-0.270116,-0.169515,-0.162102,-0.391143,0.200325,-0.26992,-0.147594,-0.249829,-0.239612,-0.351796,-0.389346,-0.586834,-0.280068,0.135579
-5925.04,4,-0.344777,0.0183265,-2.2422,-1.84063,-2.22057,-2.4775,-2.4606,-1.83804,-1.60308,-2.0679,-1.67351,-2.15548,-2.34853,-1.43459,-2.66569,-2.65125,-1.18807,-1.37085,-2.163,-2.65521,-3.22107,-1.54391,-2.29998,-2.80562,-0.476244,-0.51368,-0.230462,-0.208306,-0.277102,-0.198382,-0.680246,-0.273576,-0.514698,-0.313231,-0.254535,-0.365197,-0.620594,-0.173406,-0.337822,-0.359683,-0.161146,-0.314627,-0.189614,-0.0979788,-0.247931,-0.7859,0.135375
-5929.76,4,-0.242455,0.0166243,-2.65899,-2.3988,-1.98491,-2.55528,-2.40793,-2.74747,-1.58011,-2.34176,-2.18731,-2.23223,-2.32967,-1.42467,-3.43324,-2.86864,-1.27493,-1.58594,-1.70464,-2.81866,-3.34814,-1.41527,-2.13544,-3.18096,-0.327931,-0.28775,-0.237617,-0.115402,-0.217797,-0.57039,-0.505326,-0.32112,-0.0996222,-0.28161,-0.270291,-0.252893,-0.475768,0.0344873,-0.209627,-0.131989,-0.251359,-0.119822,-0.110085,-0.14308,-0.607794,-0.123627,0.128935
-5931.71,4,-0.270197,0.0351663,-1.8565,-1.97578,-2.26881,-2.37466,-2.41519,-2.29916,-1.7083,-2.28487,-1.63794,-2.17233,-2.29691,-1.51865,-2.5018,-2.72556,-1.34772,-1.32883,-2.0889,-2.50517,-3.30179,-1.37084,-2.23197,-2.74431,-0.258794,-0.373033,-0.438874,-0.201739,-0.222946,0.11663,-0.461505,-0.399296,-0.493768,-0.326344,-0.313947,-0.180874,-0.16691,-0.153872,-0.346457,-0.34536,-0.0496139,-0.435029,-0.368008,-0.200379,-0.297996,-0.817547,0.187527
-5930.09,4,-0.310709,0.0513878,-1.77899,-2.65931,-2.06671,-2.35564,-2.35723,-2.36296,-1.70048,-2.14644,-2.24172,-2.25576,-2.33272,-1.39176,-3.01625,-2.61483,-1.00082,-1.53635,-2.20315,-2.5868,-3.53767,-1.49388,-2.18937,-2.89204,-0.304551,-0.378171,-0.292257,-0.340572,-0.0951622,-0.033312,-0.465631,-0.30234,-0.195918,-0.377556,-0.320642,-0.0958836,-0.871261,-0.0440716,-0.634808,-0.177182,-0.060736,-0.378636,-0.39209,-0.355483,-0.295391,-0.337996,0.226689
-5938.93,4,-0.263364,0.0453077,-1.884,-2.27461,-2.027,-2.53901,-2.49283,-2.80271,-1.652,-2.23177,-1.58009,-2.34597,-2.12421,-1.40866,-2.44177,-2.97329,-1.42902,-1.3494,-1.85511,-2.96905,-2.89095,-1.36521,-2.06339,-3.07322,-0.487237,-0.24072,-0.102839,-0.0523604,-0.281589,-0.585336,-0.559407,0.000407277,-0.547448,-0.380413,-0.1537,-0.274295,-0.280644,0.402091,-0.311367,-0.342162,-0.284438,-0.424824,-0.277884,-0.258701,-0.514093,-0.265929,0.212856
-5942.88,4,-0.238199,0.0435116,-2.03055,-2.23528,-1.8082,-2.39361,-2.51117,-2.85658,-1.56886,-2.20257,-1.538,-2.172,-2.3075,-1.34022,-2.42553,-2.96972,-1.3559,-1.37481,-1.7335,-2.99122,-2.97551,-1.38181,-1.99323,-2.87348,-0.564865,-0.334229,-0.0832454,-0.212518,-0.187694,-0.862964,-0.631328,-0.0718236,-0.583671,-0.260461,-0.175637,-0.114068,-0.357278,0.322363,-0.315309,-0.383815,-0.0514774,-0.381406,-0.229688,0.00601104,-0.686786,-0.0819632,0.208594
-5940.6,4,-0.328729,0.0391185,-1.7056,-1.62745,-2.21172,-2.33783,-2.43512,-2.90388,-1.77117,-1.98698,-2.25418,-2.13276,-2.31062,-1.56036,-3.28244,-2.82522,-1.23972,-1.61425,-1.86078,-3.00063,-3.55423,-1.65165,-2.17374,-2.98439,-0.224824,-1.18576,-0.488992,-0.286423,-0.0261098,-0.179691,-0.272768,-0.425752,-0.215405,-0.312514,-0.247008,-0.26169,-0.258904,0.18576,-0.373617,-0.0511575,-0.682048,-0.0492547,0.12975,-0.422003,-0.155644,-0.610851,0.197784
-5937.51,5,-0.312653,0.0578933,-1.84686,-1.83289,-2.05081,-2.51085,-2.53803,-1.88844,-1.57023,-2.45662,-1.83768,-2.23996,-2.32293,-1.62136,-2.8155,-2.77983,-1.28566,-1.28047,-2.06923,-3.0237,-3.56234,-1.80376,-1.9911,-3.14139,-0.361992,-1.11598,-0.289087,-0.136946,-0.345024,-0.17465,-0.647645,0.191571,-0.470095,-0.326054,-0.165293,-0.172351,-0.292519,0.100321,-0.187529,-0.202995,0.235034,-0.235602,-0.417687,-0.389021,-0.502757,-0.386089,0.24061
-5933.95,4,-0.375146,0.0464638,-1.58526,-2.14475,-2.12016,-2.27015,-2.39633,-2.33003,-1.72571,-2.00749,-1.87827,-2.2256,-2.26831,-1.33379,-3.00037,-2.78738,-1.34974,-1.55147,-2.50667,-2.44773,-3.37494,-1.19614,-2.29514,-2.71279,-0.551481,-0.469674,-0.479316,-0.436977,0.159441,-0.266172,-0.278921,-0.322056,-0.429152,-0.360643,-0.460622,-0.228201,-0.562598,0.0515595,-0.534476,-0.417481,-0.0371649,-0.475084,-0.213004,-0.199712,-0.181754,-0.623874,0.215555
-5938.23,5,-0.227818,0.0403496,-3.00285,-2.25804,-2.20309,-2.3563,-2.60749,-2.34944,-1.67261,-2.12797,-1.84754,-2.26526,-2.42463,-1.27309,-3.26256,-2.86507,-1.09597,-1.3211,-1.91912,-3.46457,-3.44549,-1.55958,-2.29175,-2.87322,0.0125048,-0.342091,-0.214302,-0.18388,-0.297061,-0.0843241,-0.477046,-0.18427,-0.492993,-0.281828,-0.281143,-0.0430221,-0.220767,0.0971794,-0.291308,-0.200455,0.0675564,0.620681,-0.0782384,-0.582844,0.188301,-0.439217,0.200872
-5935.86,4,-0.213954,0.0401847,-3.02692,-2.29932,-2.21836,-2.33567,-2.54163,-2.32853,-1.67695,-2.12664,-1.87521,-2.28527,-2.34452,-1.34294,-3.24066,-2.89596,-1.07832,-1.33313,-1.9326,-3.5085,-3.38284,-1.6054,-2.39623,-2.88818,-0.0504976,-0.2724,-0.165989,-0.153587,-0.34677,-0.0976864,-0.488147,-0.160474,-0.57067,-0.303858,-0.272046,-0.109226,-0.23671,0.174343,-0.227043,-0.131007,0.0644943,0.598773,-0.0586257,-0.550773,0.100916,-0.375167,0.200461
-5928.55,4,-0.255784,0.0296729,-3.23394,-2.18953,-2.0156,-2.40638,-2.3337,-2.38445,-1.79445,-2.07484,-1.95617,-2.20791,-2.32115,-1.59548,-2.9663,-2.62444,-1.53644,-1.49978,-2.06092,-3.23663,-3.65013,-1.37134,-1.86695,-2.96743,-0.327034,-0.45723,-0.37426,-0.236725,-0.213053,0.042327,-0.409151,-0.206959,-0.0193675,-0.304078,-0.16666,-0.117338,-0.226262,-0.260909,-0.336133,-0.345856,-0.37634,0.350999,0.023635,-0.104244,-0.778986,-0.271806,0.172258
-5929.38,4,-0.160612,0.0163867,-2.72301,-1.8126,-1.89368,-2.41532,-2.73811,-2.70251,-1.70681,-2.17508,-2.30473,-2.27498,-2.35273,-1.37715,-3.22871,-2.83549,-1.14536,-1.49815,-1.81977,-3.36278,-3.53014,-1.63248,-1.9098,-2.95781,-0.0147191,-0.0770231,-0.00943137,-0.114775,0.119243,-0.162918,-0.429009,-0.0312498,-0.234199,-0.221617,-0.119258,-0.1548,-0.134233,0.305836,-0.133139,-0.0149868,0.0116933,-0.156837,-0.106092,-0.270035,-0.661923,-0.20941,0.12801
-5929.08,4,-0.241,0.0184978,-2.60632,-1.79832,-1.90803,-2.39439,-2.90742,-2.65396,-1.73279,-2.12483,-2.16261,-2.27914,-2.29053,-1.44557,-3.43379,-2.8862,-1.22754,-1.4801,-2.04514,-3.40764,-3.41838,-1.68842,-1.81077,-2.9732,-0.191575,-0.229144,-0.156288,-0.272084,0.0791238,-0.134083,-0.272241,-0.124602,-0.355694,-0.224959,-0.388246,-0.217638,-0.445298,-0.0171078,-0.26594,-0.285944,-0.0517075,-0.192747,0.0453581,-0.319183,-0.550525,-0.161677,0.136007
